player_display_name,position,team,production_score,2026_opponent_def_rating,predictions_2026
Devin Culp,TE,TB,7.6,17.61764705882353,8.19
Terrell Jennings,RB,NE,15.2,15.647058823529411,14.71
Devontez Walker,WR,BAL,37.6,17.88235294117647,39.69
AJ Barner,TE,SEA,166.2,17.176470588235293,172.62
Braelon Allen,RB,NYJ,15.3,15.117647058823529,14.24
Rasheen Ali,RB,BAL,24.2,17.88235294117647,25.58
Isaiah Davis,RB,NYJ,69.2,15.117647058823529,63.49
Anthony Gould,WR,IND,2.6,16.58823529411765,2.65
Jared Wiley,TE,KC,1.4,16.147058823529413,1.31
Theo Johnson,TE,NYG,127.8,17.558823529411764,136.2
Marvin Harrison Jr.,WR,ARI,125.8,15.470588235294118,119.78
Drake Maye,QB,NE,424.88,15.647058823529411,402.36
Jalen McMillan,WR,TB,29.9,17.61764705882353,31.54
Troy Franklin,WR,DEN,173.10000000000002,14.735294117647058,149.52
Jaylen Wright,RB,MIA,48.2,15.529411764705882,45.68
Ray Davis,RB,BUF,63.4,15.323529411764707,59.46
Malik Washington,WR,MIA,110.7,15.529411764705882,103.64
Tahj Washington,WR,MIA,6.7,15.529411764705882,6.73
Adonai Mitchell,WR,IND,24.2,16.58823529411765,24.42
Adonai Mitchell,WR,NYJ,65.7,15.117647058823529,60.03
Brian Thomas Jr.,WR,JAX,148.89999999999998,17.705882352941178,157.87
Xavier Worthy,WR,KC,109.9,16.147058823529413,107.41
Keon Coleman,WR,BUF,115.0,15.323529411764707,107.07
Jayden Daniels,QB,WAS,114.28,17.676470588235293,122.37
Ben Sinnott,TE,WAS,28.4,17.676470588235293,28.4
Ladd McConkey,WR,LAC,187.1,14.029411764705882,162.24
Ricky Pearsall,WR,SF,88.6,16.235294117647058,86.46
Michael Penix Jr.,QB,ATL,122.28,17.058823529411764,127.45
Caleb Williams,QB,CHI,354.9,13.823529411764707,295.52
Rome Odunze,WR,CHI,158.9,13.823529411764707,130.62
Malachi Corley,WR,CLE,31.6,20.058823529411764,38.2
Trey Benson,RB,ARI,35.4,15.470588235294118,33.44
J.J. McCarthy,QB,MIN,127.38,18.470588235294116,143.02
Savion Williams,WR,GB,25.5,17.38235294117647,26.49
Phil Mafah,RB,DAL,10.9,16.676470588235293,11.23
Darius Cooper,WR,PHI,20.1,20.205882352941178,24.44
Amar Johnson,RB,LAC,0.8,14.029411764705882,0.02
Nick Kallerup,TE,SEA,0.0,17.176470588235293,0.1
Jacardia Wright,RB,SEA,2.0,17.176470588235293,1.86
LaJohntay Wester,WR,BAL,0.0,17.88235294117647,0.24
Brashard Smith,RB,KC,63.3,16.147058823529413,61.69
Ashton Jeanty,RB,LV,245.1,13.205882352941176,198.16
Tetairoa McMillan,WR,CAR,226.5,15.352941176470589,213.79
Colston Loveland,TE,CHI,196.4,13.823529411764707,163.04
Tyler Warren,TE,IND,188.5,16.58823529411765,187.12
Emeka Egbuka,WR,TB,193.7,17.61764705882353,201.94
Jayden Higgins,WR,HOU,148.3,18.529411764705884,167.62
Kyle Williams,WR,NE,52.6,15.647058823529411,48.91
Pat Bryant,WR,DEN,82.30000000000001,14.735294117647058,70.24
Jaylin Noel,WR,HOU,68.4,18.529411764705884,76.89
Kaleb Johnson,RB,PIT,8.8,15.588235294117647,8.92
Tai Felton,WR,MIN,5.5,18.470588235294116,5.23
Dylan Sampson,RB,CLE,89.6,20.058823529411764,107.1
Jaylin Lane,WR,WAS,39.2,17.676470588235293,43.34
Elic Ayomanor,WR,TEN,116.5,18.176470588235293,124.69
Jordan Watkins,WR,SF,4.6,16.235294117647058,4.33
Jordan James,RB,SF,4.5,16.235294117647058,4.33
DJ Giddens,RB,IND,9.6,16.58823529411765,9.0
KeAndre Lambert-Smith,WR,LAC,16.1,14.029411764705882,13.39
Mitchell Evans,TE,CAR,48.2,15.352941176470589,45.39
Oronde Gadsden II,TE,LAC,139.4,14.029411764705882,118.13
Jackson Hawes,TE,BUF,52.7,15.323529411764707,48.61
Ollie Gordon II,RB,MIA,54.1,15.529411764705882,50.56
Devin Neal,RB,NO,60.0,19.41176470588235,70.29
Kalel Mullings,RB,TEN,0.7,18.176470588235293,0.87
Riley Leonard,QB,IND,33.0,16.58823529411765,33.96
Tahj Brooks,RB,CIN,6.4,16.705882352941178,6.71
Jimmy Horn Jr.,WR,CAR,28.700000000000003,15.352941176470589,26.37
Thomas Fidone II,TE,NYG,0.0,17.558823529411764,0.21
Quinn Ewers,QB,MIA,33.17999999999999,15.529411764705882,33.73
Kyle Monangai,RB,CHI,159.79999999999998,13.823529411764707,130.62
Tez Johnson,WR,TB,92.4,17.61764705882353,98.69
LeQuint Allen Jr.,RB,JAX,27.0,17.705882352941178,28.4
Dominic Lovett,WR,DET,0.0,18.0,0.24
Jacory Croskey-Merritt,RB,WAS,140.3,17.676470588235293,150.68
Moliki Matavao,TE,NO,3.0,19.41176470588235,4.0
Gage Larvadain,WR,CLE,14.4,20.058823529411764,16.75
Jahdae Walker,WR,CHI,26.7,13.823529411764707,22.05
Theo Wease Jr.,WR,MIA,25.9,15.529411764705882,24.92
Jacoby Jones,WR,WAS,3.5,17.676470588235293,3.74
Coleman Owen,WR,IND,0.0,16.58823529411765,0.14
Keleki Latu,TE,BUF,7.5,15.323529411764707,6.8
Jakobie Keeney-James,WR,GB,3.5,17.38235294117647,3.61
Brady Cook,QB,NYJ,28.46,15.117647058823529,25.87
Quentin Skinner,WR,NYJ,2.0,15.117647058823529,1.73
Josh Williams,RB,TB,1.1,17.61764705882353,1.29
Dalen Cambre,WR,NYG,0.0,17.558823529411764,0.21
Beaux Collins,WR,NYG,4.5,17.558823529411764,4.47
Raheim Sanders,RB,CLE,20.3,20.058823529411764,24.73
Ulysses Bentley IV,RB,IND,0.0,16.58823529411765,0.14
Carter Runyon,TE,LV,1.3,13.205882352941176,0.17
Max Brosmer,QB,MIN,6.219999999999999,18.470588235294116,6.96
Myles Price,WR,MIN,0.0,18.470588235294116,0.21
Ben Yurosek,TE,MIN,3.4,18.470588235294116,3.71
Xavier Restrepo,WR,TEN,7.1,18.176470588235293,7.62
Ke'Shawn Williams,WR,CIN,2.5,16.705882352941178,2.5
Ke'Shawn Williams,WR,PIT,0.0,15.588235294117647,0.14
Nate Carter,RB,ATL,4.0,17.058823529411764,4.25
Corey Kiner,RB,ARI,9.3,15.470588235294118,8.64
Efton Chism III,WR,NE,19.5,15.647058823529411,17.5
Dont'e Thornton Jr.,WR,LV,23.5,13.205882352941176,18.55
Arian Smith,WR,NYJ,13.5,15.117647058823529,12.97
Woody Marks,RB,HOU,165.9,18.529411764705884,189.11
Gunnar Helm,TE,TEN,91.7,18.176470588235293,101.47
Jaydon Blue,RB,DAL,20.4,16.676470588235293,22.04
Konata Mumpfield,WR,LA,30.4,15.411764705882353,29.61
Drake Dabney,TE,GB,1.3,17.38235294117647,1.43
Dalevon Campbell,WR,CAR,0.0,15.352941176470589,-0.06
Trevor Etienne,RB,CAR,14.1,15.352941176470589,14.41
Jalen Royals,WR,KC,2.4,16.147058823529413,2.51
Tory Horton,WR,SEA,59.1,17.176470588235293,61.95
Robbie Ouzts,RB,SEA,0.0,17.176470588235293,0.1
Harold Fannin Jr.,TE,CLE,186.4,20.058823529411764,226.49
Omarion Hampton,RB,LAC,135.60000000000002,14.029411764705882,117.55
Matthew Golden,WR,GB,88.4,17.38235294117647,92.09
Shedeur Sanders,QB,CLE,86.9,20.058823529411764,102.53
Isaac TeSlaa,WR,DET,75.9,18.0,83.47
Jalen Milroe,QB,SEA,-1.6,17.176470588235293,-0.49
Cam Ward,QB,TEN,200.66,18.176470588235293,221.88
Jaxson Dart,QB,NYG,241.58,17.558823529411764,254.77
Jarquez Hunter,RB,LA,0.0,15.411764705882353,-0.06
Dillon Gabriel,QB,CLE,70.07999999999998,20.058823529411764,83.64
Chimere Dike,WR,TEN,116.1,18.176470588235293,124.69
Cam Skattebo,RB,NYG,125.7,17.558823529411764,132.71
Travis Hunter,WR,JAX,63.8,17.705882352941178,67.59
Bhayshul Tuten,RB,JAX,93.7,17.705882352941178,99.12
Tre Harris,WR,LAC,73.4,14.029411764705882,61.78
Jack Bech,WR,LV,42.4,13.205882352941176,34.3
RJ Harvey,RB,DEN,228.1,14.735294117647058,205.97
TreVeyon Henderson,RB,NE,222.1,15.647058823529411,209.16
Luther Burden III,WR,CHI,140.1,13.823529411764707,118.13
Mason Taylor,TE,NYJ,86.9,15.117647058823529,79.59
Terrance Ferguson,TE,LA,55.0,15.411764705882353,58.75
Elijah Arroyo,TE,SEA,38.9,17.176470588235293,39.32
Tyler Shough,QB,NO,157.96,19.41176470588235,179.52
Isaiah Bond,WR,CLE,54.7,20.058823529411764,68.42
Quinshon Judkins,RB,CLE,167.8,20.058823529411764,203.76
